Date,Open,High,Low,Close,Volume
2005-03-11,867.4,870.23,864.4,867.62,0
2005-03-14,867.94,869.99,859.88,862.44,0
2005-03-15,862.38,867.68,860.22,861.22,0
2005-03-16,860.29,872.21,859.87,871.08,0
2005-03-17,871.03,871.2,858.62,864.33,0
2005-03-18,865.21,867.29,859.8,862.12,0
2005-03-21,861.94,864.29,854.09,855.57,0
2005-03-22,855.67,860.77,847.37,848.81,0
2005-03-23,848.87,853.15,840.6,845.83,0
2005-03-24,846.04,849.63,842.03,842.29,0
2005-03-25,842.05,846.16,841.89,844.5,0
2005-03-28,845.02,846.52,840.69,845.31,0
2005-03-29,845.15,853.18,844.38,852.74,0
2005-03-30,853.07,857.22,852.28,852.83,0
2005-03-31,852.89,853.69,846.77,850.1,0
2005-04-01,850.22,850.83,833.84,839.81,0
2005-04-04,839.77,842.13,835.5,841.05,0
2005-04-05,841.27,845.14,837.42,842.71,0
2005-04-06,842.78,844.54,838.39,842.3,0
2005-04-07,842.19,845.02,834.76,837.67,0
2005-04-08,837.74,841.24,829.23,836.73,0
2005-04-11,837.11,852.73,836.17,848.27,0
2005-04-12,848.32,850.44,841.76,845.94,0
2005-04-13,845.95,846.37,837.68,841.92,0
2005-04-14,842.25,843.72,834.57,837.3,0
2005-04-15,837.28,848.28,837.28,844.87,0
2005-04-18,847.12,858.64,839.93,855.79,0
2005-04-19,855.9,856.93,845.62,855.37,0
2005-04-20,855.27,857.49,847.73,853.43,0
2005-04-21,853.25,857.36,850.21,851.82,0
2005-04-22,851.75,851.98,844.12,845.64,0
2005-04-25,845.82,846.33,837.86,840.33,0
2005-04-26,840.49,842.13,838.45,841.35,0
2005-04-27,841.22,845.41,828.75,838.58,0
2005-04-28,838.47,842.57,838.13,840.33,0
2005-04-29,840.2,843.31,832.52,833.79,0
2005-05-02,833.12,836.54,832.35,834.66,0
2005-05-03,834.67,837.81,833.47,836.5,0
2005-05-04,836.76,840.62,833.16,834.85,0
2005-05-05,834.79,840.33,833.85,837.14,0
2005-05-06,837.13,837.44,825.5,830.03,0
2005-05-09,820.55,831.98,819.08,830.78,0
2005-05-10,831.01,832.38,827.11,832.27,0
2005-05-11,832.52,834.82,822.09,826.93,0
2005-05-12,826.76,829.0,789.98,820.37,0
2005-05-13,820.53,822.89,810.0,810.86,0
2005-05-16,782.73,825.84,782.35,823.7,0
2005-05-17,823.64,823.94,814.68,814.75,0
2005-05-18,814.98,824.66,814.28,820.05,0
2005-05-19,820.13,825.63,819.7,820.95,0
2005-05-20,821.25,823.44,809.05,816.87,0
2005-05-23,816.67,817.35,813.23,815.09,0
2005-05-24,815.01,818.46,808.96,809.18,0
2005-05-25,809.1,818.63,808.7,815.46,0
2005-05-26,815.62,816.16,808.89,809.52,0
2005-05-27,809.51,813.24,808.34,812.74,0
2005-05-30,810.77,813.57,808.36,809.53,0
2005-05-31,809.61,810.73,804.78,806.77,0
2005-06-01,806.84,811.89,804.33,807.65,0
2005-06-02,807.86,811.28,804.8,808.95,0
2005-06-03,808.84,809.48,800.9,804.47,0
2005-06-06,804.32,808.3,802.98,804.05,0
2005-06-07,804.07,809.29,802.32,805.34,0
2005-06-08,805.46,810.42,800.34,801.92,0
2005-06-09,801.86,803.19,796.77,799.34,0
2005-06-10,799.24,803.46,792.59,795.28,0
2005-06-13,794.03,801.23,791.79,800.29,0
2005-06-14,800.23,800.77,788.97,794.18,0
2005-06-15,793.96,798.05,791.64,797.36,0
2005-06-16,797.57,800.4,792.9,796.74,0
2005-06-17,796.86,802.75,792.28,802.12,0
2005-06-20,797.25,799.13,792.42,794.34,0
2005-06-21,794.47,797.63,792.77,795.83,0
2005-06-22,795.86,800.14,792.53,793.49,0
